identifiant commerce;DEA_NOM_COMMERCE;DEA_JOUR_FERMETURE;DEA_NUMERO_RUE_LIVRAISON;DEA_CODE_POSTAL_LIVRAISON;DEA_COMMUNE_LIVRAISON
520251;Tabac des Colonnes;Dimanche;6 Cour de Vincennes;75012;Paris
530395;Le Paris Duquesne;Dimanche;41 Av. Duquesne;75007;Paris
520480;Le Jean Bart;;129 R. du Faubourg du Temple;75010;Paris
540259;Le Rendez Vous;Dimanche;10 Bd de la Villette;75019;Paris
520292;Le Marigny;;76 Av. de Flandre;75019;Paris
530396;Tabac - Presse;;8 Bd Montaigut;94000;Créteil
520481;L'Harmonie;;16 R. du Faubourg du Temple;75011;Paris
540349;Les Facultés;Dimanche;110 R. d'Assas;75006;Paris
520303;Civette du Bourget;Dimanche;15 R. Étienne Dolet;93350;Le Bourget
530398;Tabac Store 65;Dimanche;65 Bd Kellermann;75013;Paris
520490;Tabac de l'église;Lundi;0 2-4 R. du Général Gallieni;93110;Rosny-sous-Bois
540361;La Royale;Dimanche;80 R. de l'Am. Mouchez;75014;Paris
520313;L‘Européen;Dimanche;CCial du Champy-9 all Bat Hildevert;93160;Noisy-le-Grand
530409;ALPHA;Dimanche;22 R. Boucicaut;92260;Fontenay-aux-Roses
520498;Le Chiquito;;38 R. Levert;75020;Paris
540376;Tabac du Dôme;;108 Bd du Montparnasse;75014;Paris
520321;Le Bar des Amis;Lundi;38 Chemin de Groslay;93000;Bobigny
530418;Le Longchamps;Dimanche;21 R. de la Butte aux Cailles;75013;Paris
520500;Bar Le Diplomate;Samedi;48 Av. du Général Michel Bizot;75012;Paris
540440;Moulin d' Auteuil;Dimanche;75 R. d'Auteuil;75016;Paris
520326;Le Troquet du Temple;Dimanche;9 R. du Temple;75004;Paris
530429;Tabac des Catacombes;Dimanche;41 Av. du Gén. Leclerc;75014;Paris
520510;Le Balto;Dimanche;190 Bd  de Stalingrad;94500;Champigny-sur-Marne
540474;Le Castel;Dimanche;5 Av. de Suffren;75007;Paris
520332;La Royale;;15 Chemin d'Aubervilliers;93200;Saint-Denis
530441;Le Diplomate;;57 Av.de la République;94260;Fresnes
520521;Le Strasbourg;Lundi;1 Bd de Strasbourg;93600;Aulnay-sous-Bois
540486;Press'tation;Dimanche;45BIS R. de Vouillé;75015;Paris
520333;Le Narval;Dimanche;100 Bd de la Villette;75019;Paris
530448;Les Oliviers;Dimanche;66 R. Claude Bernard;75005;Paris
520527;Tabac-Presse;;2 R. Gaston Philippe;93200;Saint-Denis
540496;Le Liège;Dimanche;45 R. d'Amsterdam;75008;Paris
520340;Tabac-Presse;Dimanche;35 Bd  Aristide Briand;93100;Montreuil
530449;Café du Centre;;264 R. du Mar. Leclerc;94410;Saint-Maurice
520540;Civette de Pavillons;Dimanche;116 Av. Jean Jaurès;93320;Les Pavillons-sous-Bois
540528;Tabac des Petits C;Dimanche;43 R. des Petits-Champs;75001;Paris
520341;Le Royal;Dimanche;140 R. de la Jarry;94300;Vincennes
530455;Le Balto;;74 R. de Sèvres;75007;Paris
520546;Tabac Le Verdun;Jeudi;72 Bd  de Verdun;94120;Fontenay-sous-Bois
540548;La Civette de Bercy;;4 Pas. Saint-Emilion;75012;Paris
520344;Ambiance J;Dimanche;1 CCial du Val de Fontenay;94120;Fontenay-sous-Bois
530466;Le Tabarium;Dimanche;27 Av. des Gobelins;75013;Paris
520547;Tabac le Jaurès;;203 Av. Jean Jaurès;93000;Bobigny
540562;La Terrasse;Dimanche;1 Pl. Lachambeaudie;75012;Paris
520346;Le Belwo;;63 Av. Louis Aragon;93000;Bobigny
530469;Le Brazza;Dimanche;9 R. de Sevres;75006;Paris
520548;Tabac du Marché;Lundi;5 R. Jacques Duclos;93600;Aulnay-sous-Bois
540593;Au Bon Tabac;Dimanche;20 R. Émile Raspail;94110;Arcueil
520367;Tabac des Rigollots;Dimanche;153 R. Defrance;94300;Vincennes
530487;L'Escale;Dimanche;14 Av. de Verdun;94200;Ivry-sur-Seine
520549;Tabac Au Scribe;Lundi;18 R. Albert Thomas;94500;Champigny-sur-Marne
540598;Les Maréchaux;Dimanche;2 Av. Joffre;92380;Garches
520370;Tabac  Marronniers;Dimanche;4 All. de Gagny (C.Cial);93390;Clichy-sous-Bois
530490;Café de la Mairie;;5 R. d' Estienne d' Orves;94380;Bonneuil-sur-Marne
520556;Le Jean Bart;;137 Av. du Général de Gaulle;94170;Le Perreux-sur-Marne
540611;Victoria;Dimanche;106 Av. Anatole France;94400;Vitry-sur-Seine
520386;L'Harmonie;Lundi;1  Av. des Pyramides C.CIAL CARR;77420;Champs-sur-Marne
530492;Tabac du Languedoc;Dimanche;6 R. d'Alger;91300;Massy
520560;Le Café de la Gare;Samedi;22 Av. de la République;93110;Rosny-sous-Bois
540615;Le Marly;Dimanche;54 Av. du Roule;92200;Neuilly-sur-Seine
520388;L'Imprévu;Dimanche;1 Av. Paul Vaillant Couturier;93120;La Courneuve
530498;Stardust;;151 R. Houdan;92330;Sceaux
520563;Café Tabac leTiercé;Dimanche;3 Pl. Auguste Metivier;75020;Paris
540618;Le Cyrano;Dimanche;6 Pl. de la Gare des Vallées;92250;La Garenne-Colombes
520392;Le Saint-Claude;Dimanche;54 Av. Jean Lolive;93500;Pantin
530501;La Civette de l'Alma;;15 Av. Rapp;75007;Paris
520564;Le Magnanou;Dimanche;33 Av. Gallieni;93130;Noisy-le-Sec
540625;Le Villiers;Dimanche;100 Av. Pasteur;93100;Montreuil
520401;Civette de Bobigny;Dimanche;90 Bd  Maurice Thorez;93000;Bobigny
530503;La Tabatière;;80 Av. Marcellin Bethelot;92320;Châtillon
520569;Tabac du Parc;;37 Av. Nelson Mandela;94350;Villiers-sur-Marne
540626;Au Soleil Levant;Dimanche;83 Av. Victor Hugo;92170;Vanves
520406;Librairie Fontaine;Dimanche;14 R. Arthur Fontaine;93700;Drancy
530508;Le Gaulois;Dimanche;101 Av. de la République;92120;Montrouge
520578;Le Disque Bleu;Dimanche;23 R. de Wattignies;75012;Paris
540643;La Pointe Presse;Dimanche;1945 Av. Roger Salengro;92370;Chaville
520417;Le Diplomate;Dimanche;52 Bd  Pasteur;93380;Pierrefitte-sur-Seine
530521;La Civette Brea;;54 R. Notre Dame des Champs;75006;Paris
520581;Tabac d' Hugo;;2 Av. Victor Hugo;93320;Les Pavillons-sous-Bois
540669;La Fontaine St Miche;;3 Bd Saint-Michel;75005;Paris
520424;Le Saint-Claude;Lundi;101 R. Claude Decaen;75012;Paris
530526;La Bonne Fortune;Dimanche;65 Av. François Mitterrand;94000;Créteil
520589;Le Royal 4 Chemins;Lundi;70 Av. Jean Jaurès;93500;Pantin
520434;Tabac des 4 Routes;;52 Av. Paul Vaillant Couturier;93120;La Courneuve
530528;La Civette 14;Dimanche;141 R. Raymond Losserand;75014;Paris
520592;Tabac des Vosges;Lundi;25 R. de Turennes;75004;Paris
520436;Tabac de La Gare;Mercredi;6 Pl. Robert Belvaux;94170;Le Perreux-sur-Marne
530542;Le velocivette;Dimanche;22 R. de Turbigo;75002;Paris
520596;Tabac Le Pomelo;Dimanche;80 Bd  Maxime Gorki;93240;Stains
520448;La Source;;7 R. de Paris;93000;Bobigny
530544;Le Naja;Dimanche;56 Av. des Gobelins;75013;Paris
520601;La Porte de Chaumont;;84 R. Manin;75019;Paris
520455;Le Celtique;Dimanche;1 Bd  Paul Vaillant Couturier;93700;Drancy
530545;Le  Bretagne;;2 R. de la République;92220;Bagneux
520602;Le Gavroche;;49 Bd  de Reuilly;75012;Paris
520456;Le Lonchamps;;69 Av. du Mar. Leclerc;93190;Livry-Gargan
530560;Halle de Presse;Dimanche;12 All. du Commerce;94000;Créteil
520628;Le Marigny;;298 R. des Pyrénées;75020;Paris
520457;Le Virginie;;1 R. de Reuilly;75012;Paris
530565;Civette  l'Assemblée;;17 R. de Bourgogne;75007;Paris
520630;La Fouchette;;1 Av. du Général de Gaulle;94500;Champigny-sur-Marne
520459;Tabac Kas;Dimanche;CCial Parinor-le haut de Gally;93600;Aulnay-sous-Bois
530567;Le Bicêtre;Dimanche;16Ter Bd Chasteney de Géry;94270;Le Kremlin-Bicêtre
520633;Le Voltaire;;130 Bd  Voltaire;75011;Paris
520504;Tabac de la Mairie;;2 R.Mechin;93450;L'Île-Saint-Denis
530568;Le Jean Nicot;;432 Av. de la Division Leclerc;92290;Châtenay-Malabry
520636;Café Robin;;47 Av. Paul Doumer;93330;Neuilly-sur-Marne
520505;La Civette du Raincy;Lundi;8 Pl. du Général de Gaulle;93340;Le Raincy
530569;Café Hotel de Ville;;7 Pl. Henri Barbusse;91550;Paray-Vieille-Poste
520647;Le Robespierre;;83 R. Robespierre;93170;Bagnolet
520507;Village des Fêtes;;15/17 R. Henri Ribière;75019;Paris
530570;La Bonne Fortune;;82 Bd Paul Vaillant Couturier;94200;Ivry-sur-Seine
530079;A l'Hirondelle;Dimanche;9 rte de la Libération;94430;Chennevières-sur-Marne
520517;Bar-Tabac Le Start;Dimanche;219 Av. Pierre Brossolette;94170;Le Perreux-sur-Marne
530572;Le St-Exupéry;Dimanche;14 Voie des Saules;94310;Orly
530084;Le Liberté;Dimanche;9 Pl. des Libertés;94380;Bonneuil-sur-Marne
520518;Civette de Bel Est;Dimanche;28 Av. du Général de Gaulle;93170;Bagnolet
530573;La Royale;Dimanche;122 R. Marius Sidobre;94110;Arcueil
530165;Maison de la Presse;Dimanche;7 R. Elsa Morante;75013;Paris
520534;Karr Presse;;37 R. Alphonse Karr;75019;Paris
530576;Le Disque Bleu;;68 Av. Henri Ginoux;92120;Montrouge
530181;La Croix d'Arcueil;Dimanche;71 Av. Aristide Briand;94110;Arcueil
520545;Tabac des 6 Routes;;1 R. Saint-Denis;93120;La Courneuve
530580;Tabac des Julliottes;Dimanche;22 Cours des Julliottes;94700;Maisons-Alfort
530219;La Cerisaie;Jeudi;5 All. des Fleurs;94260;Fresnes
520559;Tabac de l' Avenue;Lundi;85 Av. de la République;94500;Champigny-sur-Marne
530590;Tabac le Balto;;28 Grande Rue;91260;Juvisy-sur-Orge
530234;Tabac Ile de France;Dimanche;33 Av. de Paris;94800;Villejuif
520568;Le Royal FV;Dimanche;76 R. Jean Jaurès;93240;Stains
530592;Tabac des Tuileries;;200 R. de Rivoli;75001;Paris
530236;Le Centre Ville;Dimanche;25 Pl. Salvador Allende;94140;Alfortville
520571;La Civette de Chanzy;Dimanche;4 Bd  de Chanzy;93190;Livry-Gargan
540007;Le Royal;Lundi;40 Bd du Général Leclerc;93260;Les Lilas
530266;Le Centenaire;;27 Bd de la Tour Maubourg;75007;Paris
520574;Le Saint-louis;Dimanche;37 R. des Deux Ponts;75004;Paris
540024;Le Berry;Dimanche;64 Bd de la Libération;94300;Vincennes
530280;Le Monge;Lundi;77 R. Monge;75005;Paris
520576;Tabac Le Brazza;Lundi;186 Grande Rue Charles De Gaulle;94130;Nogent-Sur-Marne
540028;La Paix;Mercredi;148 R. des Ruffins;93100;Montreuil
530292;Maxi Tabac;Dimanche;17BIS Av. Maximilien Robespierre;94400;Vitry-sur-Seine
520582;Tabac du Canon;Dimanche;2 Pl. de la Nation;75012;Paris
540044;L'Étoile D'Or;Dimanche;94 Av. Philippe Auguste;75011;Paris
530329;Tabac de la Mairie;Dimanche;114 R. de Grenelle;75007;Paris
520587;Le Murattis;;2 R. de Lyon;75012;Paris
540061;Le Royal Parmentier;Dimanche;17 Av. Parmentier;75011;Paris
530341;Tabac Créteil Soleil;Dimanche;0 CCial Créteil Soleil Porte 23;94000;Créteil
520594;Le New Rallye;Dimanche;10 Route de Saint Leu;93430;Villetaneuse
540084;Tabac de la Tour;Dimanche;15 R. de la Tour;94550;Chevilly-Larue
530347;Tabac le Gallia;;54 Av. Raspail;94250;Gentilly
520597;Le Baccara;;66 R. de Belleville;75020;Paris
540123;Au Petit Robinson;Lundi;1 Av. Henri Barbusse;94240;L'Haÿ-les-Roses
530376;Café des Sports;Mercredi;70 Av. Galois;92340;Bourg-la-Reine
520598;Le Wilson;;176 Av. du Président Wilson;93100;Montreuil
540124;Tabac 3 F;Mercredi;2BIS Av. du 25 août 1944;94320;Thiais
530377;Les Sports;;96 Av. de Verdun;94200;Ivry-sur-Seine
520605;Le Shelby;Dimanche;24 R. Girardot;93170;Bagnolet
540136;Le Disque Bleu;Dimanche;29 Av. Paul Vaillant-Couturier;94800;Villejuif
530381;Le Paris Rome;Lundi;11BIS Av. Louis Pasteur;92220;Bagneux
520606;Le Dragon de Havane;Dimanche;246 Bd  Aristide Briand;93100;Montreuil
540142;Bonn' News;Dimanche;3 Av. du Bicentenaire;94380;Bonneuil-sur-Marne
530391;Au Buisson;;28 R. d'Estienne d'Orves;91370;Verrières-le-Buisson
520612;Le Royal Tabac;;58 Av. Ledru Rollin;75012;Paris
540176;Le Khedive;Dimanche;3 Pl. Victor Hugo;93200;Saint-Denis
530392;Le Narval;Dimanche;58 R. Jeanne d'Arc;75013;Paris
520614;La Civette Davout;;108 Bd Davout;75020;Paris
540191;Le Royal Club;;222 Av. du président Wilson;93210;La Plaine-Saint-Denis
530400;Le Chiquito;Dimanche;61 Av. du Gén. de Gaulle;94700;Maisons-Alfort
520619;Le Divin;Lundi;7 Pl des Nations Unies;93000;Bobigny
540200;Le Brazza;Dimanche;6 R. du Château;92200;Neuilly-sur-Seine
530417;Tabac Bac St-Germain;;66 R. du Bac;75007;Paris
520623;Le Balto;Lundi;229 Av. Jean Jaurès;93700;Drancy
540255;Le Marigny;;1 Av. Laumière;75019;Paris
530420;Le Royal 16;;16 R. Charles de Gaulle;94140;Alfortville
520638;Le Calumet;;76 R. de Paris;93260;Les Lilas
540257;Tabac L'Horloge;Dimanche;212 Av. Jean Jaurès;75019;Paris
530430;Le Bac Saint-Michel;;97 Bd Saint-Michel;75005;Paris
520639;Civette de Pelleport;Dimanche;127 Av. Gambetta;75020;Paris
540269;Le Bolivar;Dimanche;125 Av. Simon Bolivar;75019;Paris
530432;Café Milan;Mercredi;73 Av. Rouget de l'Isle;94400;Vitry-sur-Seine
520650;Le Grand Paris;;13 Bd  Gallieni;93360;Neuilly-Plaisance
540276;Le Reilhac;Mardi;63 R. du Fbg Saint-Denis;75010;Paris
530446;Le 7 ème Art;;84 R. Raymond Losserand;75014;Paris
520654;Tabac Roquette;Dimanche;41 R. de la Roquette;75011;Paris
540297;La Havane;;4 Pl. de Clichy;75009;Paris
530447;Le Mogador;;197 R. de Paris;94220;Charenton-le-Pont
520657;Dido Café;;113 R. de Charenton;75012;Paris
540310;Le Reinitas;Dimanche;18 R. du Poteau;75018;Paris
530454;Civette de la coupol;Dimanche;3 Pl. des Marseillais CCAL;94220;Charenton-le-Pont
530140;La Corona;Dimanche;21 Bd Saint-Michel;75005;Paris
540346;Maison De La Presse;Dimanche;95 Av. Henri Barbusse;93700;Drancy
530460;Le Week End;Dimanche;59 R. de Turbigo;75003;Paris
530197;Tabac Anaïs;Dimanche;12 Bd  Vincent Auriol;75013;Paris
540360;Le Maryland;Dimanche;108 R. Didot;75014;Paris
530462;Le Diplomate;;2 Pl. Jacques Tati;94100;Saint-Maur-des-Fossés
530228;La Civette d'Alésia;Dimanche;220 Av. du Maine;75014;Paris
540391;Librairie - Presse;Dimanche;29 Bd de Stalingrad;92240;Malakoff
530463;Le Gambetta;;14 R. Gambetta;92240;Malakoff
530251;Tabac St-Germain;;64 R. de Seine;75006;Paris
540430;Le Bleu;Dimanche;22 R. Denfert-Rochereau;92100;Boulogne-Billancourt
530465;Tabac Edgar Quinet;;36 R. Delambre;75014;Paris
530264;Le Patio;;5 R. du Docteur Roux;92330;Sceaux
540455;Tabac des Musées;Dimanche;7 Av. Pierre 1er de Serbie;75016;Paris
530476;Le Royal;Dimanche;9 R. de Chevilly;94240;L'Haÿ-les-Roses
530279;Le Milton;Dimanche;25 Av. Vladimir Ilitch Lénine;94110;Arcueil
540515;Le Muguet;Dimanche;1494 Av. Roger Salengro;92370;Chaville
530484;Le Week End;Dimanche;36 R. Gay Lussac;75005;Paris
530285;Le Rallye;;81 R. de la Tombe Issoire;75014;Paris
540552;Tabac Montgallet;Dimanche;56 R. Jacques Hillairet;75012;Paris
530485;Librairie du Parc;Dimanche;13 Av. de la Division Leclerc;94230;Cachan
530313;Le Kennedy;Dimanche;90 R. Garibaldi;94100;Saint-Maur-des-Fossés
540563;Iris Café;Dimanche;2 Bd. de Picpus;75012;Paris
530488;Cave a Cigares;Dimanche;23 Av.de la Motte Picquet;75007;Paris
530315;Le Commerce;;56 Av. du Gén Leclerc;92340;Bourg-la-Reine
540570;Le Progrès;Dimanche;1 R. de Bretagne;75003;Paris
530489;Totem;Dimanche;27 R. Falkirk;94000;Créteil
530317;Clair de Plume;Dimanche;34 Av. Youri Gagarine - C.Cial;94400;Vitry-sur-Seine
540583;Librairie-Papeterie;Dimanche;28 R. Charles Frérot;94250;Gentilly
530500;Tabac de Grenelle;Dimanche;206 R. de Grenelle;75007;Paris
530319;Café de l'Université;Dimanche;151 R. de l'Université;75007;Paris
540627;Le Tabac du Terminus;Dimanche;8 Pl. de la Porte de Saint-Cloud;75016;Paris
530507;La Civette;;29 Av. de la République;94700;Maisons-Alfort
530322;Tabac St-Germain;Dimanche;54 Bd Saint-Germain;75005;Paris
540660;La Bouffarde Opéra;Dimanche;32 R. Caumartin;75009;Paris
530509;Tabac Le Marijan;Dimanche;20 Bd Arago;75013;Paris
530336;Tabac de la Mutualit;Samedi;13 R. Monge;75005;Paris
540661;Habanos;Dimanche;32 bd Richard-Lenoir;75011;Paris
530512;Tabac de Patay;;75 R. Patay;75013;Paris
530342;Le Café Noisette;;93 R. Pascal;75013;Paris
530516;Tabac de la Mairie;Dimanche;2 Pl. de l'Eglise;91200;Athis-Mons
530378;Le Fortville;Lundi;106 R. Véron;94140;Alfortville
530517;Le Jean Bart;;155 Av. de Morangis;91200;Athis-Mons
530385;Les Tilleuls;Dimanche;148 Av. Mar. de Lattre de Tassigny;94320;Thiais
530518;Civette;Dimanche;18 Bis Bd Maréchal Juin;91370;Verrières-le-Buisson
530387;Le Jeanne d' Arc;;2 R. Jeanne d'Arc;75013;Paris
530522;Café de l' Europe;Dimanche;79/81 Av. Pierre Brosselette;92120;Montrouge
530390;Le Saint Mandé;Dimanche;41-43 R. Linné;75005;Paris
530540;Le Fontenoy;Samedi;120 Av. Ernest Havet;94400;Vitry-sur-Seine
530405;Papeterie - Presse;Lundi;131 Bd Stalingrad;94400;Vitry-sur-Seine
530541;Tabac de la Gare;Dimanche;17 Av. Malleret Joinville;94140;Alfortville
530407;Tabac des Roses;;106 108 R. de Bicêtre;94240;L'Haÿ-les-Roses
530543;Love Tabac;Dimanche;CCial rte du Luxembourg, Belle épine;94320;Thiais
530421;Tabac - Presse;;1 Pl. de la Libération -CCAL;91380;Chilly-Mazarin
530550;Tabac Presse;;81 Av. du Général de Gaulle;94240;L'Haÿ-les-Roses
530436;Le Saint-Laurent;;55 R. du Père Corentin;75014;Paris
530552;Tabac - Presse;;129 Bd Masséna;75013;Paris
530453;Le Fontenoy;Dimanche;37 R. Raymond Losserand;75014;Paris
530554;Le Calumet;;36 Av. Mazarin C.C.de Bel Abord;91380;Chilly-Mazarin
530457;Tabac Pte d'Orléans;;134 Av. du Général Leclerc;75014;Paris
530562;Mag Presse;Dimanche;2 Pl. Mar. de Lattre de Tassigny;94550;Chevilly-Larue
530473;Le Vieux Moulin;;75 R. Maurice Thorez;94200;Ivry-sur-Seine
530563;La Rotonde;;7 Pl. du 25 Août 1944;75014;Paris
530475;Le Bergerac;;9 R. Verollot;94800;Villejuif
530564;Le Longchamps;Jeudi;34 Av. de Verdun;94200;Ivry-sur-Seine
530478;Le rouget de l'isle;;7 Av. Jean Jaures;94600;Choisy-le-Roi
530578;Tabac du Pont;Lundi;90 R. François Mitterrand;91160;Longjumeau
530486;Le Marigny;Dimanche;92 R. Didot;75014;Paris
530582;Le Rallye;Dimanche;77 R. Jean Jaures;94800;Villejuif
530495;Le bardinet;;179 R. d' Alésia;75014;Paris
530583;Le Royal Bleuet;;115 R. Chéret;94000;Créteil
530496;Tabac du lion;;5 Av. du Général Leclerc;75014;Paris
530586;Civette Rennes;;111 R. de Rennes;75006;Paris
530497;La Table de Bézout;;31 R. Bézout;75014;Paris
530588;Fontaine aux Roses;;110 R. Boucicaut;92260;Fontenay-aux-Roses
530502;Couleurs;;4 Av. Jules Ferry;92240;Malakoff
530589;Tabac Horizon 3000;;1 Avenue de l'Europe- Ccial Cora;91300;Massy
530504;Tabac Le Lutécia;;14 Av. de Tourville;75007;Paris
530594;Le Rond Point;Dimanche;3 Av. de Lorraine;94550;Chevilly-Larue
530506;Le Tabaclub;;45 Av. d' Italie;75013;Paris
540009;Tabac - Presse;Dimanche;160 R. de la République;93230;Romainville
530510;Le Clémenceau;;36 R. Georges Clémenceau;94600;Choisy-le-Roi
540057;Tabac Saint Antoine;Dimanche;203 R. du Faubourg Saint-Antoine;75011;Paris
530511;Le Gitane;Lundi;110 Av. du Colonel Fabien;94400;Vitry-sur-Seine
540079;Civette des Gondoles;Mercredi;64 Av. Victor Hugo;94600;Choisy-le-Roi
530515;La Tabacase;;30 Av. d' Italie;75013;Paris
540083;Le Fontenoy;Lundi;34 Av. François Mitterrand;91200;Athis-Mons
530519;Tabac Presse;;11 Av. du Général Pierre Billotte;94000;Créteil
540188;Au Havane;Dimanche;9 R. de la Station;92600;Asnières-sur-Seine
530523;Le Noyer Renard;Dimanche;1 R. des Froides Bouillies;91200;Athis-Mons
540199;Kiosque de la Mairie;Dimanche;133 Av. Achille Peretti;92200;Neuilly-sur-Seine
530525;Cherche Midi Presse;;50-52 R. du Cherche-Midi;75006;Paris
540247;Le Clignancourt;Vendredi;79 Bd Ornano;75018;Paris
530533;Tabac Presse Eglise;Dimanche;9 Pl. de l' Eglise;94260;Fresnes
540251;Le Marigny;Dimanche;30 R. des Batignolles;75017;Paris
530538;Le Montana;Dimanche;21Ter Bd de Stalingrad;92240;Malakoff
540283;Galaxie Millionnaire;Dimanche;167 Av. Victor Hugo;93300;Aubervilliers
530539;Le Francais;Dimanche;25 Av. Lucien Francais;94400;Vitry-sur-Seine
540309;Le Celtique;;39 Av. de la République;93300;Aubervilliers
530546;Café du Bonheur;Mardi;63 R. Chéret;94000;Créteil
540314;Presse Avenir;Dimanche;60 R. St-Stenay - CCial Avenir;93700;Drancy
530547;Tabac du Marché;Dimanche;9 R. Bobillot;94100;Saint-Maur-des-Fossés
540315;Le Havan Cuir;Lundi;7 Pl. Nicole Neuburger;93140;Bondy
530549;Le Tabariot;Dimanche;2 R. Audigeois;94400;Vitry-sur-Seine
540316;Le Globe;Lundi;27 Av. Pierre et Marie Curie;93150;Le Blanc-Mesnil
530561;Bar du Marché;;9 Pl. du Marché;94320;Thiais
540317;Le Fontenoy;Lundi;134 Av. de la Résistance;93340;Le Raincy
530574;Tabac La Plume Verte;Dimanche;25 Av. Charles Gide;94270;Le Kremlin-Bicêtre
540331;Le Totem;Dimanche;CCial Beausevran - Rte Petits Ponts;93270;Sevran
530575;Brasserie Aragon;;8 Avenue Louis Aragon;94800;Villejuif
540365;La Sablière;Dimanche;32 R. de la Sablière;75014;Paris
530581;Royal Massy;Mercredi;48 R. Gabriel Péri;91300;Massy
540400;Hall de Presse;Dimanche;1 R. Auguste Gervais;92130;Issy-les-Moulineaux
530585;Le Monaco;;52 54 R.du Pdt François Mitterand;91160;Longjumeau
540424;Tabac de la Muette;Dimanche;6 Chaussée de la Muette;75016;Paris
540053;L‘obelisque;Dimanche;45 R. Saint-Blaise;75020;Paris
540459;La Camargue;Lundi;18 All.  Marcel Simon;92360;Meudon-la-Forêt
540066;Tabac Alexandre;Dimanche;8 R. Henri Duvernois;75020;Paris
540480;Le Brazza;Dimanche;294 - 296 R. de Vaugirard;75015;Paris
540107;L'Interlude;Dimanche;2 R. Saint-Simon;94000;Créteil
540491;Aux Ministères;Dimanche;53 Av. de Ségur;75007;Paris
540108;Eliyah;Dimanche;2 R. Eugène Henaff CCial;94400;Vitry-sur-Seine
540506;Le Diplomate;Dimanche;252 R. de la Convention;75015;Paris
540265;Tabac Le Rallye;Dimanche;107 R. Manin;75019;Paris
540517;L' Espace Tabac;Dimanche;1 R. Clapeyron;75008;Paris
540308;La Renaissance;;188 R. Ordener;75018;Paris
540545;Le Rallye;Dimanche;64 R. de Tolbiac;75013;Paris
540335;Bar Tabac l'Aviatic;Dimanche;30 Av. de la Division Leclerc;93350;Le Bourget
540547;Le Rond Point;Dimanche;32 R.Vergniaud;75013;Paris
540336;Tabac Le Muratti;Dimanche;2 Av. Jean Mermoz;93120;La Courneuve
540640;Le Bergerac;Mercredi;108 R. Etienne Dolet;94140;Alfortville
540388;Le Fleury;Samedi;82 Av. Henri Barbusse;92140;Clamart
540658;Au Maryland;Mercredi;34 R. Gabriel Péri;93200;Saint-Denis
540422;La Favorite;Dimanche;39 R. de Passy;75016;Paris
540543;Le Balto;Dimanche;3 R. Pierre Curie;94200;Ivry-sur-Seine
540551;Le Losange;Dimanche;150 R. Saint-Denis;75002;Paris
540595;Tabac de la Mairie;Dimanche;11 Pl. Gambetta;94230;Cachan
540605;Le Celtique;Dimanche;1 R. de L'Arrivée;92250;La Garenne-Colombes
540653;Tabac de l'Arrivée;Dimanche;14 Bd de L'Hopital;75005;Paris
